F-volt,V-volt,P-volt,Force-N
0.0,1.5835777126099706,4.042033235581623,0.0
0.0,1.5786901270772238,4.086021505376344,0.0
4.428152492668621,4.574780058651026,4.340175953079179,0.009679487179487176
4.457478005865102,4.8240469208211145,4.335288367546432,0.010270270270270259
4.472140762463343,4.887585532746823,4.335288367546432,0.010590277777777775
4.4770283479960895,4.9315738025415445,4.340175953079179,0.010700934579439252
4.481915933528836,4.980449657869013,4.340175953079179,0.010813679245282998
4.486803519061583,4.912023460410557,4.335288367546432,0.010928571428571413
4.486803519061583,5.0,4.340175953079179,0.010928571428571413
0.0,1.378299120234604,4.115347018572825,0.0
0.0,0.9481915933528837,4.115347018572825,0.0
0.0,0.7820136852394917,4.110459433040078,0.0
0.0,0.8211143695014662,4.1006842619745845,0.0
4.481915933528836,5.0,4.330400782013685,0.010813679245282998
4.511241446725317,5.0,4.320625610948191,0.011537499999999994
4.516129032258064,5.0,4.330400782013685,0.011666666666666662
4.5307917888563045,5.0,4.335288367546432,0.01207031249999998
4.525904203323558,4.970674486803519,4.335288367546432,0.011932989690721627
4.5307917888563045,4.936461388074291,4.335288367546432,0.01207031249999998
4.5307917888563045,4.975562072336266,4.340175953079179,0.01207031249999998
0.8211143695014662,1.2365591397849462,4.164222873900293,0.00024561403508771925
0.0,0.6842619745845552,4.0469208211143695,0.0
0.0,0.39589442815249265,4.115347018572825,0.0
0.0,0.47409579667644186,4.066471163245357,0.0
0.0,0.4789833822091887,4.022482893450635,0.0
0.0,0.37145650048875856,4.07624633431085,0.0
0.0,0.30791788856304986,4.105571847507331,0.0
0.0,0.39589442815249265,4.0713587487781036,0.0
0.0,0.4789833822091887,4.032258064516129,0.0
4.457478005865102,4.682306940371456,4.320625610948191,0.010270270270270259
4.525904203323558,4.970674486803519,4.335288367546432,0.011932989690721627
4.5307917888563045,4.809384164222874,4.330400782013685,0.01207031249999998
4.535679374389051,4.868035190615836,4.335288367546432,0.012210526315789455
4.550342130987292,4.760508308895406,4.330400782013685,0.012649456521739122
4.545454545454545,4.677419354838709,4.335288367546432,0.012499999999999987
4.540566959921798,4.750733137829912,4.340175953079179,0.012353723404255303
0.718475073313783,0.7820136852394917,4.159335288367546,0.0002097602739726027
0.0,0.1906158357771261,4.115347018572825,0.0
0.004887585532746823,0.04887585532746823,4.095796676441838,1.223091976516634e-06
0.0,0.13685239491691104,4.042033235581623,0.0
0.0,0.15640273704789834,4.037145650048876,0.0
4.5307917888563045,4.79960899315738,4.335288367546432,0.01207031249999998
4.540566959921798,4.951124144672532,4.340175953079179,0.012353723404255303
4.545454545454545,4.956011730205279,4.340175953079179,0.012499999999999987
4.550342130987292,4.936461388074291,4.340175953079179,0.012649456521739122
4.550342130987292,4.912023460410557,4.345063538611925,0.012649456521739122
0.44477028347996095,0.7966764418377321,4.042033235581623,0.00012204935622317598
0.004887585532746823,0.2981427174975562,4.06158357771261,1.223091976516634e-06
4.374389051808406,3.6656891495601176,4.320625610948191,0.008740234374999994
4.555229716520039,4.657869012707722,4.340175953079179,0.012802197802197796
4.555229716520039,4.682306940371456,4.345063538611925,0.012802197802197796
0.8357771260997067,1.0166177908113392,4.0713587487781036,0.00025088028169014087
0.004887585532746823,0.23949169110459434,4.130009775171065,1.223091976516634e-06
4.550342130987292,4.633431085043988,4.335288367546432,0.012649456521739122
4.555229716520039,4.814271749755621,4.340175953079179,0.012802197802197796
4.560117302052785,4.814271749755621,4.340175953079179,0.01295833333333333
0.009775171065493646,0.5034213098729228,4.086021505376344,2.4485798237022525e-06
0.01466275659824047,0.13196480938416422,4.110459433040078,3.6764705882352946e-06
0.01466275659824047,0.09286412512218964,4.07624633431085,3.6764705882352946e-06
4.560117302052785,4.765395894428153,4.335288367546432,0.01295833333333333
4.565004887585532,4.858260019550342,4.340175953079179,0.013117977528089858
0.14173998044965785,0.7624633431085044,4.164222873900293,3.646881287726358e-05
0.009775171065493646,0.5278592375366569,4.056695992179863,2.4485798237022525e-06
0.009775171065493646,0.32746823069403713,4.081133919843597,2.4485798237022525e-06
4.5307917888563045,4.662756598240469,4.335288367546432,0.01207031249999998
4.550342130987292,4.921798631476051,4.345063538611925,0.012649456521739122
4.560117302052785,5.0,4.345063538611925,0.01295833333333333
4.565004887585532,4.951124144672532,4.345063538611925,0.013117977528089858
4.565004887585532,4.916911045943304,4.340175953079179,0.013117977528089858
0.2883675464320625,0.860215053763441,4.115347018572825,7.650414937759334e-05
0.019550342130987292,0.4594330400782014,4.090909090909091,4.906771344455348e-06
0.019550342130987292,0.30303030303030304,4.1006842619745845,4.906771344455348e-06
0.01466275659824047,0.2590420332355816,4.105571847507331,3.6764705882352946e-06
4.486803519061583,4.433040078201368,4.330400782013685,0.010928571428571413
4.560117302052785,5.0,4.330400782013685,0.01295833333333333
4.560117302052785,5.0,4.340175953079179,0.01295833333333333
4.565004887585532,5.0,4.349951124144672,0.013117977528089858
4.565004887585532,5.0,4.340175953079179,0.013117977528089858
